date,vem_id,merc_id,daily_quantity,merc_brand_code,merc_type_code,machine_type,capacity,scene_code,city_name,merc_sale_price,max_temperature,min_temperature,weather,wind_level,event_name,is_offday,coupon_amount,discount_quantity,is_available,stockout_flag,outage_flag,suspension_flag
2025-03-12,VEM0002,MERC00001,9.0,BRAND0,TYPE0,cooler,24,1,威海市,3.0,29.92,21.62,晴,1,无,0,0.0,0,1,0,0,0
2025-03-13,VEM0002,MERC00001,0.0,BRAND0,TYPE0,cooler,24,1,威海市,3.0,29.95,24.25,晴,2,无,0,0.0,0,1,0,0,0
2025-03-14,VEM0002,MERC00001,7.0,BRAND0,TYPE0,cooler,24,1,威海市,3.0,27.22,21.59,小雨,2,无,0,0.0,0,1,0,0,0
2025-03-15,VEM0002,MERC00001,0.0,BRAND0,TYPE0,cooler,24,1,威海市,3.0,32.87,25.75,多云,1,无,1,0.0,0,1,0,0,0
2025-03-16,VEM0002,MERC00001,9.0,BRAND0,TYPE0,cooler,24,1,威海市,3.0,30.26,24.09,小雨,4,无,1,2.0,1,1,0,0,0
2025-03-17,VEM0002,MERC00001,0.0,BRAND0,TYPE0,cooler,24,1,威海市,3.0,24.28,18.1,小雨,4,无,0,0.0,0,1,0,0,0
2025-03-18,VEM0002,MERC00001,0.0,BRAND0,TYPE0,cooler,24,1,威海市,3.0,27.76,22.58,晴,3,无,0,0.0,0,1,0,0,0
2025-03-19,VEM0002,MERC00001,0.0,BRAND0,TYPE0,cooler,24,1,威海市,3.0,24.67,16.9,晴,3,无,0,0.0,0,1,0,0,0
2025-01-21,VEM0002,MERC00002,2.0,BRAND1,TYPE1,cooler,30,1,威海市,3.8,19.57,12.76,晴,4,无,0,1.0,1,1,0,0,0
2025-01-22,VEM0002,MERC00002,4.0,BRAND1,TYPE1,cooler,30,1,威海市,3.8,25.68,18.42,阴,3,无,0,0.0,0,1,0,0,0
2025-01-23,VEM0002,MERC00002,4.0,BRAND1,TYPE1,cooler,30,1,威海市,3.8,24.05,17.54,晴,4,无,0,0.0,0,1,0,0,0
2025-01-24,VEM0002,MERC00002,4.0,BRAND1,TYPE1,cooler,30,1,威海市,3.8,20.43,11.89,晴,2,无,0,0.0,0,1,0,0,0
2025-01-25,VEM0002,MERC00002,0.0,BRAND1,TYPE1,cooler,30,1,威海市,3.8,21.21,14.37,多云,2,无,1,0.0,0,1,0,0,0
2025-01-26,VEM0002,MERC00002,2.0,BRAND1,TYPE1,cooler,30,1,威海市,3.8,21.86,15.79,小雨,1,无,1,0.0,0,1,0,0,0
2025-01-27,VEM0002,MERC00002,5.0,BRAND1,TYPE1,cooler,30,1,威海市,3.8,25.67,16.95,阴,4,无,0,2.0,1,1,0,0,0
2025-01-28,VEM0002,MERC00002,7.0,BRAND1,TYPE1,cooler,30,1,威海市,3.8,21.22,13.33,阴,1,无,0,0.0,0,1,0,0,0
2025-01-29,VEM0002,MERC00002,7.0,BRAND1,TYPE1,cooler,30,1,威海市,3.8,23.42,15.65,小雨,2,无,0,0.0,0,1,0,0,0
2025-01-30,VEM0002,MERC00002,5.0,BRAND1,TYPE1,cooler,30,1,威海市,3.8,18.87,13.14,多云,1,无,0,0.0,0,1,0,0,0
2025-01-31,VEM0002,MERC00002,4.0,BRAND1,TYPE1,cooler,30,1,威海市,3.8,20.7,14.18,多云,2,无,0,0.0,0,1,0,0,0
2025-02-01,VEM0002,MERC00002,6.0,BRAND1,TYPE1,cooler,30,1,威海市,3.8,22.86,14.04,晴,2,无,1,0.0,0,1,0,0,0
2025-02-02,VEM0002,MERC00002,5.0,BRAND1,TYPE1,cooler,30,1,威海市,3.8,21.73,14.7,晴,1,无,1,0.0,0,1,0,0,0
2025-02-03,VEM0002,MERC00002,6.0,BRAND1,TYPE1,cooler,30,1,威海市,3.8,22.16,14.35,小雨,1,无,0,0.0,0,1,0,0,0
2025-02-04,VEM0002,MERC00002,5.0,BRAND1,TYPE1,cooler,30,1,威海市,3.8,22.21,15.36,晴,4,无,0,1.0,1,1,0,0,0
2025-02-05,VEM0002,MERC00002,5.0,BRAND1,TYPE1,cooler,30,1,威海市,3.8,22.35,16.8,多云,4,无,0,0.0,0,1,0,0,0
2025-02-06,VEM0002,MERC00002,4.0,BRAND1,TYPE1,cooler,30,1,威海市,3.8,21.67,16.02,多云,1,无,0,0.0,0,1,0,0,0
2025-02-07,VEM0002,MERC00002,5.0,BRAND1,TYPE1,cooler,30,1,威海市,3.8,24.62,16.58,多云,1,无,0,1.0,1,1,0,0,0
2025-02-08,VEM0002,MERC00002,0.0,BRAND1,TYPE1,cooler,30,1,威海市,3.8,22.06,14.95,晴,4,无,1,0.0,0,1,0,0,0
2025-02-09,VEM0002,MERC00002,5.0,BRAND1,TYPE1,cooler,30,1,威海市,3.8,25.18,19.74,多云,2,无,1,0.0,0,1,0,0,0
2025-02-10,VEM0002,MERC00002,5.0,BRAND1,TYPE1,cooler,30,1,威海市,3.8,25.73,17.37,晴,1,无,0,0.0,0,1,0,0,0
2025-02-11,VEM0002,MERC00002,2.0,BRAND1,TYPE1,cooler,30,1,威海市,3.8,27.89,21.79,多云,2,无,0,0.0,0,1,0,0,0
2025-02-12,VEM0002,MERC00002,10.0,BRAND1,TYPE1,cooler,30,1,威海市,3.8,23.17,17.1,多云,3,无,0,1.0,1,1,0,0,0
2025-02-13,VEM0002,MERC00002,5.0,BRAND1,TYPE1,cooler,30,1,威海市,3.8,25.04,18.35,小雨,1,无,0,0.0,0,1,0,0,0
2025-02-14,VEM0002,MERC00002,7.0,BRAND1,TYPE1,cooler,30,1,威海市,3.8,25.22,17.58,晴,3,节假日,0,2.0,1,1,0,0,0
2025-02-15,VEM0002,MERC00002,4.0,BRAND1,TYPE1,cooler,30,1,威海市,3.8,21.19,14.7,阴,2,无,1,1.0,1,1,0,0,0
2025-02-16,VEM0002,MERC00002,5.0,BRAND1,TYPE1,cooler,30,1,威海市,3.8,23.47,16.11,多云,4,无,1,0.0,0,1,0,0,0
2025-02-17,VEM0002,MERC00002,7.0,BRAND1,TYPE1,cooler,30,1,威海市,3.8,28.78,22.56,晴,3,无,0,0.0,0,1,0,0,0
2025-02-18,VEM0002,MERC00002,0.0,BRAND1,TYPE1,cooler,30,1,威海市,3.8,25.55,20.21,多云,1,无,0,2.0,1,1,0,0,0
2025-02-19,VEM0002,MERC00002,7.0,BRAND1,TYPE1,cooler,30,1,威海市,3.8,24.13,15.56,多云,3,无,0,1.0,1,1,0,0,0
2025-02-20,VEM0002,MERC00002,5.0,BRAND1,TYPE1,cooler,30,1,威海市,3.8,26.82,18.37,小雨,3,无,0,0.0,0,1,0,0,0
2025-02-21,VEM0002,MERC00002,7.0,BRAND1,TYPE1,cooler,30,1,威海市,3.8,25.25,18.83,小雨,1,无,0,1.0,1,1,0,0,0
2025-02-22,VEM0002,MERC00002,5.0,BRAND1,TYPE1,cooler,30,1,威海市,3.8,27.75,20.62,阴,2,无,1,0.0,0,1,0,0,0
2025-02-23,VEM0002,MERC00002,0.0,BRAND1,TYPE1,cooler,30,1,威海市,3.8,23.78,15.79,晴,4,无,1,0.0,0,1,0,0,0
2025-02-24,VEM0002,MERC00002,3.0,BRAND1,TYPE1,cooler,30,1,威海市,3.8,29.38,22.65,晴,4,无,0,2.0,1,1,0,0,0
2025-02-25,VEM0002,MERC00002,6.0,BRAND1,TYPE1,cooler,30,1,威海市,3.8,26.96,21.32,晴,1,无,0,0.0,0,1,0,0,0
2025-02-26,VEM0002,MERC00002,5.0,BRAND1,TYPE1,cooler,30,1,威海市,3.8,26.38,20.94,晴,1,无,0,0.0,0,1,0,0,0
2025-02-27,VEM0002,MERC00002,7.0,BRAND1,TYPE1,cooler,30,1,威海市,3.8,24.94,19.89,小雨,1,无,0,0.0,0,1,0,0,0
2025-02-28,VEM0002,MERC00002,7.0,BRAND1,TYPE1,cooler,30,1,威海市,3.8,23.78,15.61,晴,3,无,0,0.0,0,1,0,0,0
2025-03-01,VEM0002,MERC00002,5.0,BRAND1,TYPE1,cooler,30,1,威海市,3.8,26.48,21.08,多云,2,无,1,0.0,0,1,0,0,0
2025-03-02,VEM0002,MERC00002,9.0,BRAND1,TYPE1,cooler,30,1,威海市,3.8,26.52,20.02,小雨,4,无,1,2.0,1,1,0,0,0
2025-03-03,VEM0002,MERC00002,7.0,BRAND1,TYPE1,cooler,30,1,威海市,3.8,28.67,20.44,多云,2,无,0,0.0,0,1,0,0,0
2025-03-04,VEM0002,MERC00002,4.0,BRAND1,TYPE1,cooler,30,1,威海市,3.8,27.08,20.33,晴,2,无,0,0.0,0,1,0,0,0
2025-03-05,VEM0002,MERC00002,0.0,BRAND1,TYPE1,cooler,30,1,威海市,3.8,27.83,19.29,晴,2,无,0,0.0,0,1,0,0,0
2025-03-06,VEM0002,MERC00002,8.0,BRAND1,TYPE1,cooler,30,1,威海市,3.8,29.79,24.3,多云,2,无,0,0.0,0,1,0,0,0
2025-03-07,VEM0002,MERC00002,7.0,BRAND1,TYPE1,cooler,30,1,威海市,3.8,26.37,18.95,多云,1,无,0,0.0,0,1,0,0,0
2025-03-08,VEM0002,MERC00002,6.0,BRAND1,TYPE1,cooler,30,1,威海市,3.8,25.04,17.54,晴,2,无,1,0.0,0,1,0,0,0
2025-03-09,VEM0002,MERC00002,8.0,BRAND1,TYPE1,cooler,30,1,威海市,3.8,27.19,19.88,多云,2,无,1,0.0,0,1,0,0,0
2025-03-10,VEM0002,MERC00002,0.0,BRAND1,TYPE1,cooler,30,1,威海市,3.8,25.72,19.4,多云,4,无,0,0.0,0,1,0,0,0
2025-03-11,VEM0002,MERC00002,5.0,BRAND1,TYPE1,cooler,30,1,威海市,3.8,26.36,21.29,晴,2,无,0,0.0,0,1,0,0,0
2025-03-12,VEM0002,MERC00002,7.0,BRAND1,TYPE1,cooler,30,1,威海市,3.8,31.18,26.0,小雨,2,无,0,1.0,1,1,0,0,0
2025-03-13,VEM0002,MERC00002,7.0,BRAND1,TYPE1,cooler,30,1,威海市,3.8,28.87,21.54,多云,2,无,0,2.0,1,1,0,0,0
2025-03-14,VEM0002,MERC00002,6.0,BRAND1,TYPE1,cooler,30,1,威海市,3.8,27.38,20.84,小雨,2,无,0,0.0,0,1,0,0,0
2025-03-15,VEM0002,MERC00002,8.0,BRAND1,TYPE1,cooler,30,1,威海市,3.8,32.86,25.01,晴,2,无,1,0.0,0,1,0,0,0
2025-03-16,VEM0002,MERC00002,6.0,BRAND1,TYPE1,cooler,30,1,威海市,3.8,26.61,19.64,晴,3,无,1,1.0,1,1,0,0,0
2025-03-17,VEM0002,MERC00002,5.0,BRAND1,TYPE1,cooler,30,1,威海市,3.8,25.36,19.94,阴,2,无,0,0.0,0,1,0,0,0
2025-03-18,VEM0002,MERC00002,5.0,BRAND1,TYPE1,cooler,30,1,威海市,3.8,25.29,20.16,多云,1,无,0,0.0,0,1,0,0,0
2025-03-19,VEM0002,MERC00002,6.0,BRAND1,TYPE1,cooler,30,1,威海市,3.8,26.16,19.56,多云,2,无,0,0.0,0,1,0,0,0
2025-01-21,VEM0002,MERC00003,10.0,BRAND2,TYPE2,cooler,36,1,威海市,4.6,20.3,13.71,小雨,2,节假日,0,2.0,1,1,0,0,0
2025-01-22,VEM0002,MERC00003,6.0,BRAND2,TYPE2,cooler,36,1,威海市,4.6,23.25,15.59,晴,2,无,0,0.0,0,1,0,0,0
2025-01-23,VEM0002,MERC00003,4.0,BRAND2,TYPE2,cooler,36,1,威海市,4.6,22.86,15.01,多云,1,无,0,0.0,0,1,0,0,0
2025-01-24,VEM0002,MERC00003,8.0,BRAND2,TYPE2,cooler,36,1,威海市,4.6,25.19,16.2,多云,3,无,0,0.0,0,1,0,0,0
2025-01-25,VEM0002,MERC00003,2.0,BRAND2,TYPE2,cooler,36,1,威海市,4.6,19.78,12.5,多云,2,无,1,1.0,1,1,0,0,0
2025-01-26,VEM0002,MERC00003,3.0,BRAND2,TYPE2,cooler,36,1,威海市,4.6,24.71,17.11,晴,3,无,1,0.0,0,1,0,0,0
2025-01-27,VEM0002,MERC00003,2.0,BRAND2,TYPE2,cooler,36,1,威海市,4.6,24.04,17.61,晴,3,无,0,0.0,0,1,0,0,0
2025-01-28,VEM0002,MERC00003,4.0,BRAND2,TYPE2,cooler,36,1,威海市,4.6,25.89,17.7,晴,3,无,0,0.0,0,1,0,0,0
2025-01-29,VEM0002,MERC00003,6.0,BRAND2,TYPE2,cooler,36,1,威海市,4.6,26.07,18.64,多云,4,无,0,0.0,0,1,0,0,0
2025-01-30,VEM0002,MERC00003,6.0,BRAND2,TYPE2,cooler,36,1,威海市,4.6,24.16,18.89,晴,3,无,0,0.0,0,1,0,0,0
2025-01-31,VEM0002,MERC00003,6.0,BRAND2,TYPE2,cooler,36,1,威海市,4.6,24.34,18.92,晴,4,节假日,0,0.0,0,1,0,0,0
2025-02-01,VEM0002,MERC00003,2.0,BRAND2,TYPE2,cooler,36,1,威海市,4.6,21.97,15.51,多云,3,无,1,0.0,0,1,0,0,0
2025-02-02,VEM0002,MERC00003,4.0,BRAND2,TYPE2,cooler,36,1,威海市,4.6,18.62,10.1,多云,3,无,1,0.0,0,1,0,0,0
2025-02-03,VEM0002,MERC00003,2.0,BRAND2,TYPE2,cooler,36,1,威海市,4.6,21.52,12.89,晴,1,无,0,0.0,0,1,0,0,0
2025-02-04,VEM0002,MERC00003,5.0,BRAND2,TYPE2,cooler,36,1,威海市,4.6,25.51,17.99,小雨,1,无,0,0.0,0,1,0,0,0
2025-02-05,VEM0002,MERC00003,7.0,BRAND2,TYPE2,cooler,36,1,威海市,4.6,24.64,17.19,小雨,2,无,0,0.0,0,1,0,0,0
2025-02-06,VEM0002,MERC00003,6.0,BRAND2,TYPE2,cooler,36,1,威海市,4.6,25.18,17.88,多云,1,无,0,0.0,0,1,0,0,0
2025-02-07,VEM0002,MERC00003,4.0,BRAND2,TYPE2,cooler,36,1,威海市,4.6,25.42,17.85,小雨,1,无,0,0.0,0,1,0,0,0
2025-02-08,VEM0002,MERC00003,2.0,BRAND2,TYPE2,cooler,36,1,威海市,4.6,24.26,17.68,阴,1,无,1,0.0,0,1,0,0,0
2025-02-09,VEM0002,MERC00003,1.0,BRAND2,TYPE2,cooler,36,1,威海市,4.6,26.21,21.02,晴,2,节假日,1,0.0,0,1,0,0,0
2025-02-10,VEM0002,MERC00003,3.0,BRAND2,TYPE2,cooler,36,1,威海市,4.6,25.83,19.99,晴,3,无,0,0.0,0,1,0,0,0
2025-02-11,VEM0002,MERC00003,5.0,BRAND2,TYPE2,cooler,36,1,威海市,4.6,23.7,17.56,晴,4,无,0,0.0,0,1,0,0,0
2025-02-12,VEM0002,MERC00003,6.0,BRAND2,TYPE2,cooler,36,1,威海市,4.6,23.99,18.36,多云,3,无,0,0.0,0,1,0,0,0
2025-02-13,VEM0002,MERC00003,7.0,BRAND2,TYPE2,cooler,36,1,威海市,4.6,25.43,16.84,晴,2,无,0,0.0,0,1,0,0,0
2025-02-14,VEM0002,MERC00003,0.0,BRAND2,TYPE2,cooler,36,1,威海市,4.6,22.86,15.72,晴,3,无,0,0.0,0,1,0,0,0
2025-02-15,VEM0002,MERC00003,2.0,BRAND2,TYPE2,cooler,36,1,威海市,4.6,23.96,18.71,晴,2,无,1,0.0,0,1,0,0,0
2025-02-16,VEM0002,MERC00003,2.0,BRAND2,TYPE2,cooler,36,1,威海市,4.6,23.14,15.19,晴,1,无,1,1.0,1,1,0,0,0
2025-02-17,VEM0002,MERC00003,4.0,BRAND2,TYPE2,cooler,36,1,威海市,4.6,24.95,17.78,晴,2,节假日,0,2.0,1,1,0,0,0
2025-02-18,VEM0002,MERC00003,4.0,BRAND2,TYPE2,cooler,36,1,威海市,4.6,23.98,16.35,晴,3,无,0,0.0,0,1,0,0,0
2025-02-19,VEM0002,MERC00003,7.0,BRAND2,TYPE2,cooler,36,1,威海市,4.6,23.12,17.37,晴,2,无,0,0.0,0,1,0,0,0
2025-02-20,VEM0002,MERC00003,8.0,BRAND2,TYPE2,cooler,36,1,威海市,4.6,25.92,19.18,晴,3,无,0,0.0,0,1,0,0,0
2025-02-21,VEM0002,MERC00003,6.0,BRAND2,TYPE2,cooler,36,1,威海市,4.6,26.73,19.16,阴,1,无,0,0.0,0,1,0,0,0
2025-02-22,VEM0002,MERC00003,3.0,BRAND2,TYPE2,cooler,36,1,威海市,4.6,26.92,19.0,阴,2,无,1,0.0,0,1,0,0,0
2025-02-23,VEM0002,MERC00003,1.0,BRAND2,TYPE2,cooler,36,1,威海市,4.6,22.58,16.86,多云,1,无,1,0.0,0,1,0,0,0
2025-02-24,VEM0002,MERC00003,2.0,BRAND2,TYPE2,cooler,36,1,威海市,4.6,24.23,18.13,小雨,2,无,0,1.0,1,1,0,0,0
2025-02-25,VEM0002,MERC00003,4.0,BRAND2,TYPE2,cooler,36,1,威海市,4.6,26.12,20.47,多云,2,节假日,0,1.0,1,1,0,0,0
2025-02-26,VEM0002,MERC00003,4.0,BRAND2,TYPE2,cooler,36,1,威海市,4.6,25.25,18.24,多云,1,无,0,0.0,0,1,0,0,0
2025-02-27,VEM0002,MERC00003,10.0,BRAND2,TYPE2,cooler,36,1,威海市,4.6,29.46,22.28,晴,3,节假日,0,0.0,0,1,0,0,0
2025-02-28,VEM0002,MERC00003,3.0,BRAND2,TYPE2,cooler,36,1,威海市,4.6,29.44,23.03,晴,3,无,0,0.0,0,1,0,0,0
2025-03-01,VEM0002,MERC00003,8.0,BRAND2,TYPE2,cooler,36,1,威海市,4.6,29.42,22.85,阴,1,节假日,1,0.0,0,1,0,0,0
2025-03-02,VEM0002,MERC00003,1.0,BRAND2,TYPE2,cooler,36,1,威海市,4.6,27.0,19.41,小雨,3,无,1,0.0,0,1,0,0,0
2025-03-03,VEM0002,MERC00003,4.0,BRAND2,TYPE2,cooler,36,1,威海市,4.6,27.78,21.89,晴,3,无,0,1.0,1,1,0,0,0
2025-03-04,VEM0002,MERC00003,3.0,BRAND2,TYPE2,cooler,36,1,威海市,4.6,22.72,15.96,阴,3,无,0,1.0,1,1,0,0,0
2025-03-05,VEM0002,MERC00003,0.0,BRAND2,TYPE2,cooler,36,1,威海市,4.6,23.84,18.8,晴,1,无,0,1.0,1,1,0,0,0
2025-03-06,VEM0002,MERC00003,9.0,BRAND2,TYPE2,cooler,36,1,威海市,4.6,28.99,21.78,小雨,1,无,0,0.0,0,1,0,0,0
2025-03-07,VEM0002,MERC00003,4.0,BRAND2,TYPE2,cooler,36,1,威海市,4.6,20.98,12.43,多云,4,无,0,0.0,0,1,0,0,0
2025-03-08,VEM0002,MERC00003,4.0,BRAND2,TYPE2,cooler,36,1,威海市,4.6,26.49,17.55,晴,2,无,1,0.0,0,1,0,0,0
2025-03-09,VEM0002,MERC00003,4.0,BRAND2,TYPE2,cooler,36,1,威海市,4.6,29.52,23.34,晴,2,无,1,0.0,0,1,0,0,0
2025-03-10,VEM0002,MERC00003,0.0,BRAND2,TYPE2,cooler,36,1,威海市,4.6,29.86,21.07,晴,3,无,0,0.0,0,1,0,0,0
2025-03-11,VEM0002,MERC00003,3.0,BRAND2,TYPE2,cooler,36,1,威海市,4.6,22.2,13.4,晴,1,无,0,0.0,0,1,0,0,0
2025-03-12,VEM0002,MERC00003,6.0,BRAND2,TYPE2,cooler,36,1,威海市,4.6,28.17,21.63,小雨,4,无,0,0.0,0,1,0,0,0
2025-03-13,VEM0002,MERC00003,9.0,BRAND2,TYPE2,cooler,36,1,威海市,4.6,28.28,21.08,晴,4,无,0,2.0,1,1,0,0,0
2025-03-14,VEM0002,MERC00003,5.0,BRAND2,TYPE2,cooler,36,1,威海市,4.6,27.24,20.19,阴,1,无,0,0.0,0,1,0,0,0
2025-03-15,VEM0002,MERC00003,0.0,BRAND2,TYPE2,cooler,36,1,威海市,4.6,24.79,15.8,晴,4,无,1,0.0,0,1,0,0,0
2025-03-16,VEM0002,MERC00003,1.0,BRAND2,TYPE2,cooler,36,1,威海市,4.6,26.39,21.26,晴,1,无,1,0.0,0,1,0,0,0
2025-03-17,VEM0002,MERC00003,4.0,BRAND2,TYPE2,cooler,36,1,威海市,4.6,28.32,21.21,多云,3,无,0,0.0,0,1,0,0,0
2025-03-18,VEM0002,MERC00003,0.0,BRAND2,TYPE2,cooler,36,1,威海市,4.6,28.65,20.53,晴,2,无,0,0.0,0,1,0,0,0
2025-03-19,VEM0002,MERC00003,8.0,BRAND2,TYPE2,cooler,36,1,威海市,4.6,31.16,25.93,多云,1,无,0,1.0,1,1,0,0,0
2025-01-21,VEM0002,MERC00004,8.0,BRAND3,TYPE3,cooler,42,1,威海市,5.4,19.26,11.55,晴,3,无,0,0.0,0,1,0,0,0
2025-01-22,VEM0002,MERC00004,9.0,BRAND3,TYPE3,cooler,42,1,威海市,5.4,24.23,17.58,晴,2,无,0,0.0,0,1,0,0,0
2025-01-23,VEM0002,MERC00004,12.0,BRAND3,TYPE3,cooler,42,1,威海市,5.4,22.46,16.18,晴,3,节假日,0,1.0,1,1,0,0,0
2025-01-24,VEM0002,MERC00004,6.0,BRAND3,TYPE3,cooler,42,1,威海市,5.4,23.31,14.59,阴,4,无,0,0.0,0,1,0,0,0
2025-01-25,VEM0002,MERC00004,7.0,BRAND3,TYPE3,cooler,42,1,威海市,5.4,24.43,15.69,多云,3,无,1,0.0,0,1,0,0,0
2025-01-26,VEM0002,MERC00004,6.0,BRAND3,TYPE3,cooler,42,1,威海市,5.4,24.67,19.04,晴,4,无,1,0.0,0,1,0,0,0
2025-01-27,VEM0002,MERC00004,5.0,BRAND3,TYPE3,cooler,42,1,威海市,5.4,21.21,14.25,多云,4,节假日,0,0.0,0,1,0,0,0
2025-01-28,VEM0002,MERC00004,6.0,BRAND3,TYPE3,cooler,42,1,威海市,5.4,21.58,12.82,晴,1,无,0,0.0,0,1,0,0,0
2025-01-29,VEM0002,MERC00004,9.0,BRAND3,TYPE3,cooler,42,1,威海市,5.4,24.65,19.34,多云,2,无,0,0.0,0,1,0,0,0
2025-01-30,VEM0002,MERC00004,8.0,BRAND3,TYPE3,cooler,42,1,威海市,5.4,22.58,14.22,阴,1,无,0,0.0,0,1,0,0,0
2025-01-31,VEM0002,MERC00004,8.0,BRAND3,TYPE3,cooler,42,1,威海市,5.4,21.26,14.93,晴,2,无,0,0.0,0,1,0,0,0
2025-02-01,VEM0002,MERC00004,8.0,BRAND3,TYPE3,cooler,42,1,威海市,5.4,21.63,14.2,多云,2,无,1,0.0,0,1,0,0,0
2025-02-02,VEM0002,MERC00004,6.0,BRAND3,TYPE3,cooler,42,1,威海市,5.4,23.82,15.74,晴,4,无,1,0.0,0,1,0,0,0
2025-02-03,VEM0002,MERC00004,7.0,BRAND3,TYPE3,cooler,42,1,威海市,5.4,22.66,17.28,晴,1,无,0,0.0,0,1,0,0,0
2025-02-04,VEM0002,MERC00004,7.0,BRAND3,TYPE3,cooler,42,1,威海市,5.4,26.81,20.43,阴,4,无,0,0.0,0,1,0,0,0
2025-02-05,VEM0002,MERC00004,0.0,BRAND3,TYPE3,cooler,42,1,威海市,5.4,23.52,14.66,多云,1,无,0,0.0,0,1,0,0,0
2025-02-06,VEM0002,MERC00004,9.0,BRAND3,TYPE3,cooler,42,1,威海市,5.4,24.27,18.25,多云,2,无,0,0.0,0,1,0,0,0
2025-02-07,VEM0002,MERC00004,10.0,BRAND3,TYPE3,cooler,42,1,威海市,5.4,22.97,14.57,晴,4,无,0,1.0,1,1,0,0,0
2025-02-08,VEM0002,MERC00004,8.0,BRAND3,TYPE3,cooler,42,1,威海市,5.4,24.65,15.72,阴,3,无,1,0.0,0,1,0,0,0
2025-02-09,VEM0002,MERC00004,6.0,BRAND3,TYPE3,cooler,42,1,威海市,5.4,26.89,19.22,晴,2,无,1,0.0,0,1,0,0,0
2025-02-10,VEM0002,MERC00004,7.0,BRAND3,TYPE3,cooler,42,1,威海市,5.4,25.84,19.53,晴,3,无,0,0.0,0,1,0,0,0
2025-02-11,VEM0002,MERC00004,7.0,BRAND3,TYPE3,cooler,42,1,威海市,5.4,24.33,16.9,阴,1,无,0,0.0,0,1,0,0,0
2025-02-12,VEM0002,MERC00004,0.0,BRAND3,TYPE3,cooler,42,1,威海市,5.4,18.37,11.91,晴,4,无,0,0.0,0,1,0,0,0
2025-02-13,VEM0002,MERC00004,9.0,BRAND3,TYPE3,cooler,42,1,威海市,5.4,27.65,19.9,多云,3,无,0,0.0,0,1,0,0,0
2025-02-14,VEM0002,MERC00004,9.0,BRAND3,TYPE3,cooler,42,1,威海市,5.4,22.61,13.87,晴,3,无,0,0.0,0,1,0,0,0
2025-02-15,VEM0002,MERC00004,10.0,BRAND3,TYPE3,cooler,42,1,威海市,5.4,26.47,18.48,晴,2,无,1,0.0,0,1,0,0,0
2025-02-16,VEM0002,MERC00004,9.0,BRAND3,TYPE3,cooler,42,1,威海市,5.4,26.24,17.58,晴,4,无,1,0.0,0,1,0,0,0
2025-02-17,VEM0002,MERC00004,6.0,BRAND3,TYPE3,cooler,42,1,威海市,5.4,24.18,19.17,多云,3,无,0,0.0,0,1,0,0,0
2025-02-18,VEM0002,MERC00004,0.0,BRAND3,TYPE3,cooler,42,1,威海市,5.4,27.73,21.24,阴,1,无,0,1.0,1,1,0,0,0
2025-02-19,VEM0002,MERC00004,10.0,BRAND3,TYPE3,cooler,42,1,威海市,5.4,22.61,15.89,多云,4,节假日,0,0.0,0,1,0,0,0
2025-02-20,VEM0002,MERC00004,9.0,BRAND3,TYPE3,cooler,42,1,威海市,5.4,27.59,20.68,晴,1,无,0,0.0,0,1,0,0,0
2025-02-21,VEM0002,MERC00004,11.0,BRAND3,TYPE3,cooler,42,1,威海市,5.4,29.12,23.47,晴,2,无,0,0.0,0,1,0,0,0
2025-02-22,VEM0002,MERC00004,10.0,BRAND3,TYPE3,cooler,42,1,威海市,5.4,27.31,18.69,小雨,1,无,1,0.0,0,1,0,0,0
2025-02-23,VEM0002,MERC00004,8.0,BRAND3,TYPE3,cooler,42,1,威海市,5.4,25.58,16.97,晴,1,无,1,0.0,0,1,0,0,0
2025-02-24,VEM0002,MERC00004,7.0,BRAND3,TYPE3,cooler,42,1,威海市,5.4,25.21,18.01,晴,3,无,0,0.0,0,1,0,0,0
2025-02-25,VEM0002,MERC00004,8.0,BRAND3,TYPE3,cooler,42,1,威海市,5.4,26.73,21.29,多云,2,无,0,0.0,0,1,0,0,0
2025-02-26,VEM0002,MERC00004,12.0,BRAND3,TYPE3,cooler,42,1,威海市,5.4,27.63,20.84,多云,3,无,0,0.0,0,1,0,0,0
2025-02-27,VEM0002,MERC00004,10.0,BRAND3,TYPE3,cooler,42,1,威海市,5.4,22.66,14.32,多云,1,无,0,0.0,0,1,0,0,0
2025-02-28,VEM0002,MERC00004,10.0,BRAND3,TYPE3,cooler,42,1,威海市,5.4,26.16,19.99,小雨,3,无,0,0.0,0,1,0,0,0
2025-03-01,VEM0002,MERC00004,10.0,BRAND3,TYPE3,cooler,42,1,威海市,5.4,24.6,18.23,小雨,3,无,1,0.0,0,1,0,0,0
2025-03-02,VEM0002,MERC00004,7.0,BRAND3,TYPE3,cooler,42,1,威海市,5.4,27.22,19.17,晴,2,无,1,0.0,0,1,0,0,0
2025-03-03,VEM0002,MERC00004,6.0,BRAND3,TYPE3,cooler,42,1,威海市,5.4,30.0,24.91,晴,2,无,0,0.0,0,1,0,0,0
2025-03-04,VEM0002,MERC00004,8.0,BRAND3,TYPE3,cooler,42,1,威海市,5.4,29.73,21.16,多云,1,无,0,0.0,0,1,0,0,0
2025-03-05,VEM0002,MERC00004,10.0,BRAND3,TYPE3,cooler,42,1,威海市,5.4,27.0,19.91,小雨,2,无,0,0.0,0,1,0,0,0
